Export RT-Kasse v4.2 | Rad & Tat GmbH | erstellt 2026-01-02 06:00 | alle Filialen
Belegnummer,Belegdatum,Filiale,Kategorie,Produkt,Menge,Umsatz,Kosten
B101753,2025-07-29,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101754,2025-07-29,München,bekleidung,Handschuhe,2,59.80,23.00
B101755,2025-07-30,Hamburg,zubehör,Helm Urban,1,71.91,38.00
B101756,2025-07-30,Köln,Zubehör,Lichtset LED,1,29.92,16.80
B101757,2025-07-30,Köln ,Zubehör,Helm Urban,3,191.76,114.00
B101758,2025-07-30,Köln,Bekleidung,Regenjacke,1,103.20,61.00
B101759,2025-07-30,Köln,Zubehör,Helm Urban,2,127.84,76.00
B101760,2025-07-30,Köln,Bekleidung,Regenjacke,2,219.30,122.00
B101761,2025-07-30,München,Zubehör,Helm Urban,3,239.70,114.00
B101762,2025-07-30,München,Bekleidung,Regenjacke,1,129.00,61.00
B101763,2025-07-30,München,Zubehör,Faltschloss,2,113.81,55.00
B101764,2025-07-30,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101765,2025-07-30,München,Zubehör,Lichtset LED,2,79.80,33.60
B101766,2025-07-30,Leipzig,bekleidung,Regenjacke,1,129.00,61.00
B101767,2025-07-31,Hamburg,Werkstatt,Inspektion Standard,1,89.00,52.00
B101768,2025-07-31,Hamburg,Zubehör,Lichtset LED,2,79.80,33.60
B101769,2025-07-31,Hamburg,Zubehör,Helm Urban,1,77.50,38.00
B101770,2025-07-31,Hamburg,Werkstatt,Inspektion E-Bike,1,137.08,88.00
B101771,2025-07-31,Köln,Zubehör,Lichtset LED,1,31.92,16.80
B101772,2025-07-31,Köln,Werkstatt,Inspektion E-Bike,1,119.20,88.00
B101773,2025-07-31,Köln,Zubehör,Faltschloss,2,95.84,55.00
B101774,2025-07-31,Köln,Bekleidung,Regenjacke,1,103.20,61.00
B101775,2025-07-31,München,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B101776,2025-07-31,München,Zubehör,Helm Urban,3,239.70,114.00
B101777,2025-07-31,München,Werkstatt,Schlauchwechsel,1,18.90,9.00
B101778,2025-07-31,München  ,E-Bikes,E-Bike City,1,2499.00,1690.00
B101779,2025-07-31,München,Bekleidung,Radhose,1,69.00,29.00
B101780,2025-07-31,Leipzig,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101781,2025-07-31,Leipzig,Fahrräder,Stadtrad Classic,1,597.08,410.00
B101782,2025-07-31,Leipzig,Zubehör,Lichtset LED,1,39.90,16.80
B101783,2025-08-01,Hamburg,Zubehör,Fahrradtasche,1,80.10,44.00
B101784,2025-08-01,Hamburg,Fahrräder,Stadtrad Classic,1,584.10,410.00
B101785,2025-08-01,Köln,Zubehör,Luftpumpe,1,21.16,9.90
B101786,2025-08-01,Köln,Zubehör,Helm Urban,3,191.76,114.00
B101787,2025-08-01,München,Bekleidung,Handschuhe,2,55.02,23.00
B101788,2025-08-01,Leipzig,Bekleidung,Radhose,1,66.93,29.00
B101789,2025-08-02,Hamburg,Werkstatt,Inspektion Standard,1,84.55,52.00
B101790,2025-08-02,Hamburg,Zubehör,Fahrradtasche,3,267.00,132.00
B101791,2025-08-02,Hamburg,Werkstatt,Inspektion Standard,1,84.55,52.00
B101792,2025-08-02,Hamburg,Zubehör,Luftpumpe,1,23.65,9.90
B101793,2025-08-02,Köln  ,Fahrräder,Trekkingrad Tour,1,719.20,560.00
B101794,2025-08-02,Köln ,Fahrräder,Trekkingrad Tour,1,764.15,560.00
B101795,2025-08-02,München,fahrräder,Stadtrad Classic,1,584.10,410.00
B101796,2025-08-02,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101797,2025-08-02,München,E-Bikes,E-Bike Trekking,1,2879.10,2170.00
B101798,2025-08-02,München,Zubehör,Faltschloss,2,110.22,55.00
B101799,2025-08-02,München,Zubehör,Faltschloss,3,161.73,82.50
B101800,2025-08-02,München,Fahrräder,Gravelbike Kies,1,1234.05,830.00
B101801,2025-08-02,Leipzig  ,Zubehör,Fahrradtasche,3,253.65,132.00
B101802,2025-08-02,Leipzig,Zubehör,Luftpumpe,1,22.41,9.90
B101803,2025-08-04,Hamburg  ,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B101804,2025-08-04,Hamburg,Zubehör,Lichtset LED,3,119.70,50.40
B101805,2025-08-04,Köln,Zubehör,Fahrradtasche,1,75.65,44.00
B101806,2025-08-04,Köln ,Werkstatt,Schlauchwechsel,1,15.92,9.00
B101807,2025-08-04,Köln,Zubehör,Helm Urban,3,191.76,114.00
B101808,2025-08-04,Köln,Zubehör,Faltschloss,2,95.84,55.00
B101809,2025-08-04,Köln,Zubehör,Helm Urban,3,191.76,114.00
B101810,2025-08-04,München ,Zubehör,Helm Urban,2,159.80,76.00
B101811,2025-08-04,München,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B101812,2025-08-04,München,Zubehör,Fahrradtasche,3,240.30,132.00
B101813,2025-08-04,München,E-Bikes,E-Bike City,1,2374.05,1690.00
B101814,2025-08-04,Leipzig,Zubehör,Lichtset LED,1,37.90,16.80
B101815,2025-08-04,Leipzig,E-Bikes,E-Bike City,1,2374.05,1690.00
,,,,,,,
B101816,2025-08-04,Leipzig,bekleidung,Regenjacke,2,237.36,122.00
B101817,2025-08-04,Leipzig,Zubehör,Fahrradtasche,2,160.20,88.00
B101818,2025-08-04,Leipzig,E-Bikes,E-Bike City,1,2499.00,1690.00
B101819,2025-08-04,Leipzig,Zubehör,Fahrradtasche,2,172.66,88.00
B101820,2025-08-05,Hamburg,Werkstatt,Schlauchwechsel,1,18.90,9.00
B101821,2025-08-05,Hamburg,Zubehör,Helm Urban,2,151.81,76.00
B101822,2025-08-05,Hamburg,Zubehör,Lichtset LED,3,113.71,50.40
B101823,2025-08-05,Hamburg,bekleidung,Handschuhe,1,28.40,11.50
B101824,2025-08-05,Köln,Fahrräder,Trekkingrad Tour,1,719.20,560.00
B101825,2025-08-05,Köln,Fahrräder,Trekkingrad Tour,1,719.20,560.00
B101826,2025-08-05,München,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B101827,2025-08-05,München,E-Bikes,E-Lastenrad,1,4740.50,3490.00
B101828,2025-08-05,München ,Fahrräder,Kinderrad 20 Zoll,1,296.10,205.00
B101829,2025-08-05,München,Zubehör,Luftpumpe,2,47.31,19.80
B101830,2025-08-05,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B101831,2025-08-05,Leipzig,Bekleidung,Regenjacke,2,232.20,122.00
B101832,2025-08-05,Leipzig,E-Bikes,E-Bike City,1,2374.05,1690.00
B101833,2025-08-06,Hamburg,Bekleidung,Regenjacke,1,122.55,61.00
B101834,2025-08-06,Hamburg,Zubehör,Luftpumpe,3,70.96,29.70
B101835,2025-08-06,Köln,Fahrräder,Stadtrad Classic,1,519.20,410.00
B101836,2025-08-06,München,Zubehör,Luftpumpe,2,44.82,19.80
B101837,2025-08-06,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B101838,2025-08-06,München,Bekleidung,Handschuhe,2,56.81,23.00
B101839,2025-08-06,München,Zubehör,Helm Urban,2,159.80,76.00
B101840,2025-08-06,München,Bekleidung,Regenjacke,2,258.00,122.00
B101841,2025-08-06,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101842,2025-08-06,Leipzig,Fahrräder,Stadtrad Classic,1,616.55,410.00
B101843,2025-08-06,Leipzig,Zubehör,Fahrradtasche,3,240.30,132.00
B101844,2025-08-07,Hamburg,Fahrräder,Stadtrad Classic,1,584.10,410.00
B101845,2025-08-07,Hamburg,Fahrräder,Stadtrad Classic,1,584.10,410.00
B101846,2025-08-07,Hamburg,Fahrräder,Trekkingrad Tour,1,872.03,560.00
B101847,2025-08-07,Hamburg,Zubehör,Faltschloss,3,161.73,82.50
B101848,2025-08-07,Köln,zubehör,Faltschloss,1,47.92,27.50
B101849,2025-08-07,Köln,Zubehör,Faltschloss,3,143.76,82.50
B101850,2025-08-07,Köln,Zubehör,Luftpumpe,1,21.16,9.90
B101851,2025-08-07,München,Bekleidung,Regenjacke,1,116.10,61.00
B101852,2025-08-07,München,Werkstatt,Inspektion Standard,1,86.33,52.00
B101853,2025-08-07,München,Zubehör,Helm Urban,1,71.91,38.00
B101854,2025-08-07,Leipzig,Zubehör,Helm Urban,2,151.81,76.00
B101855,2025-08-07,Leipzig,Bekleidung,Handschuhe,2,56.81,23.00
B101856,2025-08-08,Hamburg,Bekleidung,Handschuhe,1,26.91,11.50
B101857,2025-08-08,Hamburg,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B101858,2025-08-08,Hamburg,Zubehör,Luftpumpe,3,74.70,29.70
B101859,2025-08-08,Hamburg,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B101860,2025-08-08,Köln,fahrräder,Stadtrad Classic,1,486.75,410.00
B101861,2025-08-08,Köln,Zubehör,Lichtset LED,3,95.76,50.40
B101862,2025-08-08,Köln,Werkstatt,Schlauchwechsel,1,15.92,9.00
B101863,2025-08-08,Köln,zubehör,Lichtset LED,1,33.91,16.80
B101864,2025-08-08,München,Zubehör,Fahrradtasche,2,178.00,88.00
B101865,2025-08-08,München,E-Bikes,E-Bike City,1,2374.05,1690.00
B101866,2025-08-08,München,Zubehör,Lichtset LED,1,35.91,16.80
B101867,2025-08-08,Leipzig,Zubehör,Luftpumpe,3,72.46,29.70
B101868,2025-08-08,Leipzig,Zubehör,Faltschloss,1,59.90,27.50
B101869,2025-08-08,Leipzig,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B101870,2025-08-08,Leipzig,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B101871,2025-08-09,Hamburg,Zubehör,Luftpumpe,3,74.70,29.70
B101872,2025-08-09,Hamburg,Zubehör,Faltschloss,1,53.91,27.50
B101873,2025-08-09,Hamburg,Bekleidung,Handschuhe,1,28.40,11.50
B101874,2025-08-09,Hamburg,Zubehör,Fahrradtasche,3,267.00,132.00
B101875,2025-08-09,Hamburg ,Fahrräder,Gravelbike Kies,1,1169.10,830.00
B101876,2025-08-09,Köln,zubehör,Helm Urban,3,203.75,114.00
B101877,2025-08-09,Köln,Bekleidung,Handschuhe,2,47.84,23.00
B101878,2025-08-09,Köln,Bekleidung,Radhose,2,110.40,58.00
B101879,2025-08-09,Köln,fahrräder,Gravelbike Kies,1,1039.20,830.00
B101880,2025-08-09,München,Bekleidung,Radhose,1,65.55,29.00
B101881,2025-08-09,München ,Bekleidung,Handschuhe,2,56.81,23.00
B101882,2025-08-09,München,Bekleidung,Radhose,2,131.10,58.00
B101883,2025-08-09,München,Fahrräder,Stadtrad Classic,1,649.00,410.00
B101884,2025-08-09,München,Zubehör,Lichtset LED,2,71.82,33.60
B101885,2025-08-09,München,bekleidung,Handschuhe,2,59.80,23.00
B101886,2025-08-09,Leipzig,Zubehör,Faltschloss,1,58.10,27.50
B101887,2025-08-09,Leipzig  ,Zubehör,Helm Urban,1,73.51,38.00
B101888,2025-08-09,Leipzig,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B101889,2025-08-11,Hamburg,Zubehör,Luftpumpe,3,74.70,29.70
B101890,2025-08-11,Hamburg,Bekleidung,Handschuhe,1,26.91,11.50
B101891,2025-08-11,Hamburg,E-Bikes,E-Bike City,1,2499.00,1690.00
B101892,2025-08-11,Köln,Zubehör,Luftpumpe,1,21.16,9.90
B101893,2025-08-11,Köln,Zubehör,Lichtset LED,2,67.83,33.60
B101894,2025-08-11,Köln,Zubehör,Lichtset LED,2,59.85,33.60
B101895,2025-08-11,München,Werkstatt,Inspektion Standard,1,86.33,52.00
B101896,2025-08-11,München,Fahrräder,Stadtrad Classic,1,629.53,410.00
B101897,2025-08-11,München,Fahrräder,Stadtrad Classic,1,616.55,410.00
B101898,2025-08-11,Leipzig,Fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B101899,2025-08-11,Leipzig,Fahrräder,Stadtrad Classic,1,584.10,410.00
B101900,2025-08-11,Leipzig,Zubehör,Lichtset LED,3,107.73,50.40
B101901,2025-08-11,Leipzig,Zubehör,Helm Urban,3,239.70,114.00
B101902,2025-08-12,Hamburg,Zubehör,Helm Urban,1,75.91,38.00
B101903,2025-08-12,Hamburg,Zubehör,Helm Urban,1,75.91,38.00
B101904,2025-08-12,Hamburg,Zubehör,Lichtset LED,1,39.90,16.80
B101905,2025-08-12,Köln,Zubehör,Fahrradtasche,3,200.25,132.00
B101906,2025-08-12,Köln,Bekleidung,Handschuhe,2,44.85,23.00
B101907,2025-08-12,München,Zubehör,Fahrradtasche,3,267.00,132.00
B101908,2025-08-12,München,Zubehör,Lichtset LED,2,79.80,33.60
B101909,2025-08-12,Leipzig,Bekleidung,Handschuhe,1,29.90,11.50
B101910,2025-08-13,Hamburg ,Zubehör,Helm Urban,2,151.81,76.00
B101911,2025-08-13,Hamburg,Zubehör,Faltschloss,3,174.31,82.50
B101912,2025-08-13,Köln,Fahrräder,Stadtrad Classic,1,486.75,410.00
B101913,2025-08-13,Köln,Zubehör,Fahrradtasche,2,142.40,88.00
B101914,2025-08-13,München,Zubehör,Fahrradtasche,3,245.64,132.00
B101915,2025-08-13,München ,Bekleidung,Handschuhe,2,59.80,23.00
B101916,2025-08-13,München,Zubehör,Lichtset LED,2,73.42,33.60
B101917,2025-08-13,München,Fahrräder,Gravelbike Kies,1,1234.05,830.00
B101918,2025-08-13,München,Bekleidung,Handschuhe,2,59.80,23.00
B101919,2025-08-13,München,E-Bikes,E-Bike City,1,2424.03,1690.00
B101920,2025-08-13,Leipzig,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B101921,2025-08-14,Hamburg,E-Bikes,E-Bike City,1,2374.05,1690.00
B101922,2025-08-14,Hamburg,Werkstatt,Schlauchwechsel,1,18.90,9.00
B101923,2025-08-14,Hamburg,Zubehör,Fahrradtasche,1,84.55,44.00
B101924,2025-08-14,Hamburg,E-Bikes,E-Bike Trekking,1,2879.10,2170.00
B101925,2025-08-14,Hamburg,Zubehör,Faltschloss,2,119.80,55.00
B101926,2025-08-14,Köln,Zubehör,Helm Urban,2,119.85,76.00
B101927,2025-08-14,Köln,E-Bikes,E-Bike City,1,1999.20,1690.00
B101928,2025-08-14,München,Zubehör,Helm Urban,3,227.72,114.00
B101929,2025-08-14,Leipzig,Zubehör,Luftpumpe,1,22.41,9.90
B101930,2025-08-14,Leipzig,werkstatt,Inspektion E-Bike,1,149.00,88.00
B101931,2025-08-14,Leipzig,Zubehör,Lichtset LED,3,113.71,50.40
B101932,2025-08-15,Köln,Zubehör,Helm Urban,1,59.93,38.00
B101933,2025-08-15,Köln  ,Fahrräder,Trekkingrad Tour,1,764.15,560.00
B101934,2025-08-15,Köln,Werkstatt,Inspektion E-Bike,1,119.20,88.00
B101935,2025-08-15,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B101936,2025-08-15,Köln,Zubehör,Lichtset LED,3,89.77,50.40
B101937,2025-08-15,Köln,Zubehör,Faltschloss,1,50.91,27.50
B101938,2025-08-15,Köln,Zubehör,Fahrradtasche,1,71.20,44.00
B101939,2025-08-15,München,E-Bikes,E-Bike City,1,2499.00,1690.00
B101940,2025-08-15,München,Werkstatt,Inspektion Standard,1,86.33,52.00
B101941,2025-08-15,München ,Werkstatt,Inspektion Standard,1,80.10,52.00
B101942,2025-08-16,Hamburg,Werkstatt,Schlauchwechsel,1,18.90,9.00
B101943,2025-08-16,Hamburg,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B101944,2025-08-16,Hamburg,Zubehör,Lichtset LED,3,119.70,50.40
B101945,2025-08-16,Hamburg,Zubehör,Faltschloss,3,179.70,82.50
B101946,2025-08-16,Hamburg,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B101947,2025-08-16,Köln,Zubehör,Lichtset LED,2,63.84,33.60
B101948,2025-08-16,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B101949,2025-08-16,München,Werkstatt,Schlauchwechsel,1,19.30,9.00
B101950,2025-08-16,München,Fahrräder,Stadtrad Classic,1,649.00,410.00
B101951,2025-08-16,München,Zubehör,Lichtset LED,1,35.91,16.80
B101952,2025-08-16,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B101953,2025-08-16,München,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B101954,2025-08-16,Leipzig,Zubehör,Lichtset LED,3,107.73,50.40
B101955,2025-08-16,Leipzig,E-Bikes,E-Bike City,1,2499.00,1690.00
B101956,2025-08-16,Leipzig,Fahrräder,Stadtrad Classic,1,584.10,410.00
B101957,2025-08-18,Hamburg,Zubehör,Lichtset LED,3,119.70,50.40
B101958,2025-08-18,Hamburg,Werkstatt,Inspektion Standard,1,86.33,52.00
B101959,2025-08-18,Hamburg,Zubehör,Helm Urban,1,79.90,38.00
B101960,2025-08-18,Hamburg,Zubehör,Lichtset LED,1,37.90,16.80
B101961,2025-08-18,Köln,Bekleidung,Handschuhe,2,44.85,23.00
B101962,2025-08-18,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B101963,2025-08-18,Köln,werkstatt,Inspektion E-Bike,1,126.65,88.00
B101964,2025-08-18,Köln,Zubehör,Fahrradtasche,2,142.40,88.00
B101965,2025-08-18,München,Zubehör,Lichtset LED,3,107.73,50.40
B101966,2025-08-18,München,Fahrräder,Stadtrad Classic,1,629.53,410.00
B101967,2025-08-19,Hamburg ,zubehör,Faltschloss,1,53.91,27.50
B101968,2025-08-19,Hamburg,Bekleidung,Regenjacke,2,258.00,122.00
B101969,2025-08-19,Hamburg,Bekleidung,Radhose,1,62.10,29.00
B101970,2025-08-19,Hamburg,Zubehör,Lichtset LED,3,119.70,50.40
B101971,2025-08-19,Köln,Bekleidung,Radhose,2,103.50,58.00
B101972,2025-08-19,Köln,Zubehör,Luftpumpe,2,39.84,19.80
B101973,2025-08-19,München,Bekleidung,Regenjacke,2,245.10,122.00
B101974,2025-08-19,München,E-Bikes,E-Bike City,1,2499.00,1690.00
B101975,2025-08-19,München ,Zubehör,Helm Urban,3,239.70,114.00
B101976,2025-08-19,München,Zubehör,Faltschloss,3,174.31,82.50
B101977,2025-08-19,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B101978,2025-08-19,München  ,Zubehör,Luftpumpe,1,24.90,9.90
B101979,2025-08-19,Leipzig,Bekleidung,Handschuhe,2,56.81,23.00
B101980,2025-08-20,Hamburg,Fahrräder,Stadtrad Classic,1,649.00,410.00
B101981,2025-08-20,Hamburg,Bekleidung,Handschuhe,1,28.40,11.50
B101982,2025-08-20,Hamburg,Fahrräder,Trekkingrad Tour,1,809.10,560.00
B101983,2025-08-20,Hamburg,Zubehör,Luftpumpe,2,47.31,19.80
B101984,2025-08-20,Köln,Werkstatt,Inspektion Standard,1,66.75,52.00
B101985,2025-08-20,München,Bekleidung,Regenjacke,2,250.26,122.00
B101986,2025-08-20,München,bekleidung,Regenjacke,1,122.55,61.00
B101987,2025-08-20,München,Zubehör,Luftpumpe,2,47.31,19.80
B101988,2025-08-20,München,Zubehör,Lichtset LED,1,37.90,16.80
B101989,2025-08-20,München,Zubehör,Faltschloss,1,53.91,27.50
B101990,2025-08-20,Leipzig,Zubehör,Fahrradtasche,3,267.00,132.00
B101991,2025-08-20,Leipzig,Werkstatt,Schlauchwechsel,1,17.91,9.00
B101992,2025-08-21,Hamburg,Werkstatt,Inspektion E-Bike,1,134.10,88.00
B101993,2025-08-21,Hamburg,Werkstatt,Schlauchwechsel,1,17.91,9.00
B101994,2025-08-21,Hamburg,Zubehör,Lichtset LED,1,39.90,16.80
B101995,2025-08-21,Hamburg,Zubehör,Lichtset LED,1,39.90,16.80
B101996,2025-08-21,München  ,Fahrräder,Stadtrad Classic,1,616.55,410.00
B101997,2025-08-21,München,werkstatt,Schlauchwechsel,1,19.90,9.00
B101998,2025-08-21,München ,Werkstatt,Schlauchwechsel,1,17.91,9.00
B101999,2025-08-21,München,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B102000,2025-08-21,Leipzig,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102001,2025-08-22,Hamburg,Bekleidung,Radhose,2,133.86,58.00
B102002,2025-08-22,Hamburg,Zubehör,Luftpumpe,1,24.90,9.90
B102003,2025-08-22,Hamburg,Zubehör,Helm Urban,3,215.73,114.00
B102004,2025-08-22,Köln ,bekleidung,Radhose,2,103.50,58.00
B102005,2025-08-22,Köln,Zubehör,Faltschloss,3,143.76,82.50
B102006,2025-08-22,Köln,Bekleidung,Handschuhe,2,44.85,23.00
B102007,2025-08-22,Köln,Bekleidung,Regenjacke,2,219.30,122.00
B102008,2025-08-22,Köln,bekleidung,Handschuhe,2,50.83,23.00
B102009,2025-08-22,Köln,Zubehör,Helm Urban,1,63.92,38.00
B102010,2025-08-22,München,Bekleidung,Radhose,1,66.93,29.00
B102011,2025-08-22,München  ,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102012,2025-08-22,München  ,Werkstatt,Inspektion Standard,1,89.00,52.00
B102013,2025-08-22,München,Zubehör,Faltschloss,3,179.70,82.50
B102014,2025-08-22,Leipzig,Zubehör,Helm Urban,3,227.72,114.00
B102015,2025-08-22,Leipzig,Zubehör,Luftpumpe,2,45.82,19.80
B102016,2025-08-23,Hamburg,Fahrräder,Trekkingrad Tour,1,872.03,560.00
B102017,2025-08-23,Hamburg,Werkstatt,Inspektion Standard,1,86.33,52.00
B102018,2025-08-23,Hamburg,Zubehör,Fahrradtasche,2,169.10,88.00
B102019,2025-08-23,Köln,Zubehör,Fahrradtasche,3,200.25,132.00
B102020,2025-08-23,Köln,Werkstatt,Schlauchwechsel,1,16.91,9.00
B102021,2025-08-23,Köln,Zubehör,Helm Urban,3,203.75,114.00
B102022,2025-08-23,München,Zubehör,Lichtset LED,3,113.71,50.40
B102023,2025-08-23,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B102024,2025-08-23,München,Fahrräder,Stadtrad Classic,1,584.10,410.00
B102025,2025-08-23,München,Zubehör,Helm Urban,3,215.73,114.00
B102026,2025-08-23,Leipzig,Werkstatt,Inspektion Standard,1,84.55,52.00
B102027,2025-08-23,Leipzig,E-Bikes,E-Bike City,1,2424.03,1690.00
B102028,2025-08-25,Hamburg,Bekleidung,Handschuhe,1,29.00,11.50
B102029,2025-08-25,Hamburg,Zubehör,Luftpumpe,2,45.82,19.80
B102030,2025-08-25,Hamburg,Zubehör,Helm Urban,1,75.91,38.00
B102031,2025-08-25,Hamburg,Zubehör,Lichtset LED,2,71.82,33.60
B102032,2025-08-25,Köln  ,Zubehör,Fahrradtasche,3,213.60,132.00
B102033,2025-08-25,Köln,Bekleidung,Radhose,1,58.65,29.00
B102034,2025-08-25,Köln,Werkstatt,Inspektion Standard,1,66.75,52.00
B102035,2025-08-25,Köln,Zubehör,Lichtset LED,1,31.92,16.80
B102036,2025-08-25,München,werkstatt,Schlauchwechsel,1,19.90,9.00
B102037,2025-08-25,München,Werkstatt,Inspektion E-Bike,1,134.10,88.00
B102038,2025-08-25,Leipzig,Zubehör,Faltschloss,2,107.82,55.00
B102039,2025-08-25,Leipzig  ,Fahrräder,Stadtrad Classic,1,616.55,410.00
B102040,2025-08-25,Leipzig,Zubehör,Lichtset LED,3,107.73,50.40
B102041,2025-08-25,Leipzig,Zubehör,Helm Urban,2,151.81,76.00
B102042,2025-08-26,Hamburg,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102043,2025-08-26,Hamburg,Zubehör,Luftpumpe,3,70.96,29.70
B102044,2025-08-26,Hamburg,Zubehör,Helm Urban,1,75.91,38.00
B102045,2025-08-26,Köln,Werkstatt,Schlauchwechsel,1,15.92,9.00
B102046,2025-08-26,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B102047,2025-08-26,Köln,Zubehör,Fahrradtasche,3,200.25,132.00
B102048,2025-08-26,München,Zubehör,Helm Urban,3,215.73,114.00
B102049,2025-08-26,München,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102050,2025-08-26,München,Zubehör,Faltschloss,3,179.70,82.50
B102051,2025-08-26,München,Fahrräder,Trekkingrad Tour,1,809.10,560.00
B102052,2025-08-27,Hamburg,Fahrräder,Stadtrad Classic,1,597.08,410.00
B102053,2025-08-27,Hamburg,Werkstatt,Inspektion Standard,1,80.10,52.00
B102054,2025-08-27,Hamburg,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B102055,2025-08-27,Hamburg,Fahrräder,Gravelbike Kies,1,1299.00,830.00
B102056,2025-08-27,Hamburg,Zubehör,Luftpumpe,3,67.23,29.70
B102057,2025-08-27,Hamburg  ,werkstatt,Inspektion Standard,1,84.55,52.00
B102058,2025-08-27,Hamburg,fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B102059,2025-08-27,Köln  ,Fahrräder,Gravelbike Kies,1,1039.20,830.00
B102060,2025-08-27,Köln,zubehör,Helm Urban,3,179.78,114.00
B102061,2025-08-27,Köln  ,Bekleidung,Regenjacke,1,96.75,61.00
B102062,2025-08-27,Köln,Bekleidung,Radhose,1,55.20,29.00
B102063,2025-08-27,München,Fahrräder,Kinderrad 20 Zoll,1,296.10,205.00
B102064,2025-08-27,München,Bekleidung,Handschuhe,1,29.90,11.50
B102065,2025-08-27,München,Zubehör,Helm Urban,3,239.70,114.00
B102066,2025-08-27,München,werkstatt,Inspektion Standard,1,80.10,52.00
B102067,2025-08-27,Leipzig,Fahrräder,Gravelbike Kies,1,1299.00,830.00
B102068,2025-08-28,Hamburg,Zubehör,Faltschloss,2,119.80,55.00
B102069,2025-08-28,Hamburg,E-Bikes,E-Bike City,1,2249.10,1690.00
B102070,2025-08-28,Hamburg,Bekleidung,Regenjacke,1,116.10,61.00
B102071,2025-08-28,Hamburg,Zubehör,Luftpumpe,3,74.70,29.70
B102072,2025-08-28,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102073,2025-08-28,Hamburg,werkstatt,Schlauchwechsel,1,17.91,9.00
B102074,2025-08-28,Hamburg,Fahrräder,Kinderrad 20 Zoll,1,296.10,205.00
B102075,2025-08-28,Köln,Bekleidung,Radhose,2,117.30,58.00
B102076,2025-08-28,Köln ,Werkstatt,Inspektion Standard,1,75.65,52.00
B102077,2025-08-28,München,Bekleidung,Radhose,1,66.93,29.00
B102078,2025-08-28,München,werkstatt,Schlauchwechsel,1,19.90,9.00
B102079,2025-08-28,Leipzig,Zubehör,Helm Urban,2,155.01,76.00
B102080,2025-08-28,Leipzig,Zubehör,Luftpumpe,2,47.31,19.80
B102081,2025-08-28,Leipzig,Fahrräder,Stadtrad Classic,1,584.10,410.00
B102082,2025-08-29,Hamburg,Bekleidung,Handschuhe,1,29.90,11.50
B102083,2025-08-29,Hamburg,Fahrräder,Stadtrad Classic,1,584.10,410.00
B102084,2025-08-29,Hamburg,Fahrräder,Gravelbike Kies,1,1234.05,830.00
B102085,2025-08-29,Hamburg,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102086,2025-08-29,Köln,E-Bikes,E-Bike Trekking,1,2399.25,2170.00
B102087,2025-08-29,Köln ,Werkstatt,Schlauchwechsel,1,14.92,9.00
B102088,2025-08-29,Köln,Bekleidung,Handschuhe,1,23.92,11.50
B102089,2025-08-29,Köln ,Zubehör,Faltschloss,1,44.92,27.50
